X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
46612,Mus musculus,GSM1000141,GSE49847,Erythroid Progenitor Cell,MEL,Blood,NA,NA,H3K9ac,hm,40892151,52533827,37,0.778,0.814,0.589,0.998,42170,8674,268,0.201286219416692,0.138090604902822,0.374071525190441,0.286551650490045
47003,Mus musculus,GSM1027483,GSE51515,NA,MC3T3,NA,4.773,NA,H3K9ac,hm,20763127,23453992,37,0.885,0.953,0.435,0.998,38026,3480,17,0.154435377730982,0.0963148196893919,0.438747038694393,0.310502763885233
47014,Mus musculus,GSM1027501,GSE51515,NA,MC3T3,NA,4.773,NA,H3K9ac,hm,40840547,44890718,38,0.91,0.956,0.435,0.998,45137,2891,17,0.123632894824412,0.089091998136522,0.43445659649045,0.352818510548617
47452,Mus musculus,GSM1202721,GSE49624,Spermatid,NA,Testis,25.421,NA,H3K9ac,hm,21793804,28329107,38,0.769,0.994,0.046,0.749,6208,90,14,0.223705633344188,0.195376098990557,0.368446760013025,0.212471507652231
48148,Mus musculus,GSM1323928,GSE54784,Osteocytic Cell,IDG-SW3,Bone,4.544,NA,H3K9ac,hm,23464991,25952256,37,0.904,0.922,0.385,0.997,42053,2569,15,0.155113311750143,0.0954103980194249,0.416992001523519,0.332484288706913
48157,Mus musculus,GSM1323937,GSE54784,Osteocytic Cell,IDG-SW3,Bone,4.544,NA,H3K9ac,hm,17716011,20709376,37,0.855,0.95,0.286,0.997,34800,2248,14,0.172490214137693,0.116422979507253,0.417510937140226,0.293575869214828
48390,Mus musculus,GSM1345933,GSE55774,Fibroblast,Swiss 3T3,NA,NA,NA,H3K9ac,hm,22577860,29011399,39,0.778,0.44,0.104,0.95,14029,605,7,0.200585756125438,0.200085720408601,0.455746839059933,0.143581684406029
48391,Mus musculus,GSM1345934,GSE55774,Fibroblast,Swiss 3T3,NA,NA,NA,H3K9ac,hm,39007193,49830834,38,0.783,0.906,0.084,0.982,24637,452,12,0.231414379936487,0.132725348098689,0.447316993730152,0.188543278234671
48392,Mus musculus,GSM1345935,GSE55774,Fibroblast,Swiss 3T3,NA,NA,NA,H3K9ac,hm,29404118,37713213,39,0.78,0.689,0.128,0.983,18403,1628,11,0.201405152224824,0.179129677032841,0.460105658733184,0.15935951200915
48393,Mus musculus,GSM1345936,GSE55774,Fibroblast,Swiss 3T3,NA,NA,NA,H3K9ac,hm,24247327,31981568,37,0.758,0.81,0.049,0.94,10959,282,8,0.218288544437311,0.152710263230304,0.514262129689076,0.114739062643309
49715,Mus musculus,GSM1494733,GSE60969,Embryonic Fibroblast,NA,Embryo,7.355,NA,H3K9ac,hm,12850472,18979428,37,0.677,0.993,0.041,0.974,14468,166,10,0.250138811771238,0.255136035535813,0.313089950027762,0.181635202665186
49717,Mus musculus,GSM1494735,GSE60969,Embryonic Fibroblast,NA,Embryo,7.355,NA,H3K9ac,hm,22163868,26464133,37,0.838,0.994,0.212,0.995,27219,597,11,0.245213549337261,0.182695139911635,0.383505154639175,0.188586156111929
50223,Mus musculus,GSM1386878,GSE57694,SCID.adh murine thymic lymphoma,P6D4,NA,9.681,NA,H3K9ac,hm,163571312,200212858,36,0.817,0.333,0.511,0.993,25592,7420,638,0.0750762493157113,0.140611558614218,0.43903964964417,0.345272542425901
50727,Mus musculus,GSM1544522,GSE63255,Fibroblast,NIH-3T3,Embryo,13.608,NA,H3K9ac,hm,36144670,40997376,39,0.882,0.892,0.516,0.996,32858,7941,323,0.103586992960107,0.130740864901106,0.416694602748911,0.348977539389876
52442,Mus musculus,GSM1495603,GSE61022,NA,MLL-AF9 transformed leukemic cells,NA,22.462,NA,H3K9ac,hm,25637496,31548471,38,0.813,0.953,0.265,0.997,31440,3480,39,0.175550885237549,0.152114380333715,0.414724238950452,0.257610495478283
52447,Mus musculus,GSM1495608,GSE61022,NA,MLL-AF9 transformed leukemic cells,NA,22.462,NA,H3K9ac,hm,24317778,29249409,38,0.831,0.984,0.232,0.997,36737,1935,29,0.167366183364221,0.131391038918565,0.409435299247792,0.291807478469421
52452,Mus musculus,GSM1495613,GSE61022,NA,MLL-AF9 transformed leukemic cells,NA,22.462,NA,H3K9ac,hm,24637928,29063451,38,0.848,0.969,0.297,0.998,33288,3807,40,0.173714285714286,0.149112781954887,0.419458646616541,0.257714285714286
52457,Mus musculus,GSM1495618,GSE61022,NA,MLL-AF9 transformed leukemic cells,NA,22.462,NA,H3K9ac,hm,19968066,23926156,38,0.835,0.966,0.307,0.998,35569,3923,39,0.160677603624391,0.141007963530968,0.405661704702141,0.292652728142499
52460,Mus musculus,GSM1495621,GSE61022,NA,Lineage(-)Sca1(+)cKit(+) cells,NA,22.462,NA,H3K9ac,hm,27136364,46461984,37,0.584,0.762,0.065,0.965,8756,1577,23,0.164944903581267,0.31404958677686,0.441919191919192,0.0790863177226814
52820,Mus musculus,GSM1607371,GSE65836,Embryonic Stem Cell,NA,embryonic stem cell,19.488,NA,H3K9ac,hm,13198648,19550096,38,0.675,0.988,0.011,0.472,108,27,6,0,0.0476190476190476,0.158730158730159,0.793650793650794
52824,Mus musculus,GSM1607375,GSE65836,Embryonic Stem Cell,NA,embryonic stem cell,19.488,NA,H3K9ac,hm,4870332,6812878,38,0.715,0.989,0.013,0.529,17,7,2,0,0,0.0833333333333333,0.916666666666667
54707,Mus musculus,GSM1545319,GSE63302,B cells,NA,NA,26.008,NA,H3K9ac,hm,14185329,45539010,39,0.311,0.995,0.195,0.768,1961,282,20,0.284976768198245,0.0536912751677852,0.365513680949923,0.295818275684048
54708,Mus musculus,GSM1545320,GSE63302,B cells,NA,NA,26.008,NA,H3K9ac,hm,11289282,24910655,39,0.453,0.812,0.028,0.671,3266,362,24,0.222772277227723,0.0646658415841584,0.36355198019802,0.349009900990099
58625,Mus musculus,GSM1843357,GSE71698,B cell,NA,NA,NA,NA,H3K9ac,hm,47665058,52842003,38,0.902,0.984,0.312,0.998,39984,1948,11,0.158725387043439,0.13813317300466,0.426950248008417,0.276191191943484
58626,Mus musculus,GSM1843358,GSE71698,PB,NA,NA,NA,NA,H3K9ac,hm,48899781,54865536,38,0.891,0.989,0.289,0.998,37894,1326,9,0.163894544781447,0.140677473094111,0.432609672898432,0.262818309226009
59183,Mus musculus,GSM1939071,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,26521354,29555048,38,0.897,0.987,0.072,0.992,21906,78,10,0.205239575713241,0.234043525969276,0.401060716898317,0.159656181419166
59184,Mus musculus,GSM1939072,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,3742555,4192644,38,0.893,0.897,0.105,0.967,2399,36,3,0.214315613227292,0.235244872331519,0.384261197153621,0.166178317287568
59185,Mus musculus,GSM1939073,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,35589890,41020727,38,0.868,0.989,0.047,0.984,17689,45,11,0.223532747377375,0.233172667989793,0.425517436915225,0.117777147717607
59186,Mus musculus,GSM1939074,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,28777451,32364014,38,0.889,0.985,0.051,0.987,18409,51,12,0.228675630069131,0.233139186761744,0.411518153611671,0.126667029557455
59187,Mus musculus,GSM1939075,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,30662664,35103840,38,0.873,0.985,0.059,0.99,19887,56,10,0.203962292685386,0.240863033724858,0.415334980087715,0.139839693502042
59188,Mus musculus,GSM1939076,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,22037446,24379392,38,0.904,0.982,0.065,0.99,13691,39,9,0.205701754385965,0.227777777777778,0.413157894736842,0.153362573099415
59189,Mus musculus,GSM1939077,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,30446529,35185635,38,0.865,0.991,0.04,0.98,14690,54,11,0.20604902027719,0.244896565849662,0.443435515805284,0.105618898067864
59190,Mus musculus,GSM1939078,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,29348273,33818307,38,0.868,0.988,0.035,0.978,13018,54,14,0.20331534309946,0.255281418658443,0.444101773323053,0.0973014649190439
59191,Mus musculus,GSM1939079,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,17523347,19136512,38,0.916,0.967,0.073,0.99,13341,50,7,0.201245124512451,0.22982298229823,0.403990399039904,0.164941494149415
59192,Mus musculus,GSM1939080,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,21043253,23468745,38,0.897,0.98,0.062,0.988,19370,77,10,0.197838005586014,0.248577635253957,0.41217544222613,0.141408916933899
59193,Mus musculus,GSM1939081,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,23457417,26372678,38,0.889,0.982,0.045,0.983,16031,55,12,0.216143553832687,0.249155933475053,0.422470926597474,0.112229586094786
59194,Mus musculus,GSM1939082,GSE74971,Neuron,NA,NA,15.531,NA,H3K9ac,hm,34607636,40702793,38,0.85,0.989,0.032,0.966,10533,49,14,0.18955807960294,0.249880691037511,0.46988641786771,0.0906748114918393
511,Mus musculus,GSM746566,GSE30142,Erythroid Cell,G1E,Blood,13.608,GPL11002,H3K9me3,hm,16591684,25952256,37,0.639,0.993,0.095,0.449,9526,288,98,0.0296533333333333,0.0925866666666667,0.259946666666667,0.617813333333333
512,Mus musculus,GSM746565,GSE30142,Erythroid Cell,G1E,Blood,13.608,GPL11002,H3K9me3,hm,36869908,58151562,38,0.634,0.991,0.242,0.481,84663,2601,361,0.0139902388172858,0.0449914708112206,0.294861163760425,0.646157126611069
527,Mus musculus,GSM753768,GSE30142,Erythroid Cell,G1E-ER4,Blood,13.608,GPL11002,H3K9me3,hm,61918254,94458797,38,0.656,0.993,0.201,0.566,73758,1790,206,0.0165011563052646,0.0436947354101483,0.273622636376003,0.666181471908584
528,Mus musculus,GSM746579,GSE30142,Erythroid Cell,G1E-ER4,Blood,13.608,GPL11002,H3K9me3,hm,21820415,35454170,37,0.615,0.993,0.096,0.548,7068,198,86,0.0395512728318711,0.0975118653818496,0.295124406730908,0.567812455055372
2840,Mus musculus,GSM459282,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,7080815,10556498,31,0.671,0.995,0.037,0.937,5365,70,21,0.110274745954084,0.395182536695521,0.324990590891983,0.169552126458412
2841,Mus musculus,GSM459281,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,12667236,20399459,30,0.621,0.995,0.019,0.832,5092,72,29,0.0972166998011928,0.294831013916501,0.317296222664016,0.29065606361829
2842,Mus musculus,GSM459280,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,3208784,6832240,39,0.47,0.967,0.038,0.891,479,41,15,0.108407079646018,0.25,0.376106194690265,0.265486725663717
2843,Mus musculus,GSM459279,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,2300123,4733246,40,0.486,0.968,0.035,0.872,250,31,12,0.0745614035087719,0.236842105263158,0.355263157894737,0.333333333333333
2844,Mus musculus,GSM459278,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,3141198,6580947,39,0.477,0.981,0.042,0.831,1197,43,15,0.0866209262435678,0.26672384219554,0.375643224699828,0.271012006861063
2845,Mus musculus,GSM459277,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,2459639,4922467,40,0.5,0.979,0.039,0.863,834,39,16,0.0922509225092251,0.318573185731857,0.325953259532595,0.263222632226322
2846,Mus musculus,GSM459276,GSE18371,Embryonic Stem Cell,V6.5,Embryo,12.444,GPL9185,H3K9me3,hm,5993483,13123757,33,0.457,0.951,0.024,0.813,3619,45,17,0.105410709279507,0.24165965797589,0.355480796187272,0.297448836557331
4011,Mus musculus,GSM751035,GSE30298,Hepatocyte,NA,Liver,NA,GPL9250,H3K9me3,hm,22204271,56072736,29,0.396,0.974,0.198,0.363,22432,155,64,0.00930523867042455,0.0225920458104058,0.272401914731803,0.695700800787366
4013,Mus musculus,GSM727430,GSE29413,Embryonic Stem Cell,J1,Embryo,25.421,GPL9250,H3K9me3,hm,7989517,17468393,28,0.457,0.993,0.076,0.506,757,47,21,0.0237099023709902,0.0167364016736402,0.285913528591353,0.673640167364017
4014,Mus musculus,GSM727429,GSE29413,Embryonic Stem Cell,J1,Embryo,25.421,GPL9250,H3K9me3,hm,19764955,39576246,31,0.499,0.994,0.094,0.387,24470,87,34,0.0128389187415398,0.0118544649083227,0.275400959842487,0.69990565650765
4015,Mus musculus,GSM727426,GSE29413,Embryonic Stem Cell,J1,Embryo,25.421,GPL9250,H3K9me3,hm,19462328,44263608,29,0.44,0.993,0.107,0.31,1111,90,34,0.0135790494665373,0.0213385063045587,0.268671193016489,0.696411251212415
4016,Mus musculus,GSM727425,GSE29413,Embryonic Stem Cell,J1,Embryo,25.421,GPL9250,H3K9me3,hm,8237671,18259359,27,0.451,0.993,0.083,0.383,10917,69,24,0.0130706921944035,0.0125184094256259,0.253221649484536,0.721189248895434
4017,Mus musculus,GSM656319,GSE26657,Fibroblast,NA,Embryo,NA,GPL9250,H3K9me3,hm,8893278,14731555,32,0.604,0.991,0.012,0.828,1836,56,23,0.137548530227399,0.242928452579035,0.364947310038824,0.254575707154742
4018,Mus musculus,GSM656317,GSE26657,Fibroblast,NA,Embryo,NA,GPL9250,H3K9me3,hm,9951304,13632454,31,0.73,0.992,0.014,0.78,618,61,21,0.0830449826989619,0.26643598615917,0.282006920415225,0.368512110726644
4019,Mus musculus,GSM611271,GSE24850,NA,NA,Brain,9.681,GPL9250,H3K9me3,hm,15049609,32237635,33,0.467,0.789,0.125,0.391,3011,101,45,0.010211027910143,0.028931245745405,0.335942818243703,0.624914908100749
4020,Mus musculus,GSM611270,GSE24850,NA,NA,Brain,9.681,GPL9250,H3K9me3,hm,599858,1310720,33,0.458,0.972,0.128,0.75,48,25,13,0,0.0277777777777778,0.25,0.722222222222222
4021,Mus musculus,GSM611269,GSE24850,NA,NA,Brain,9.681,GPL9250,H3K9me3,hm,13363947,29488915,33,0.453,0.817,0.134,0.405,1737,127,29,0.0085995085995086,0.0343980343980344,0.358722358722359,0.598280098280098
4022,Mus musculus,GSM611268,GSE24850,NA,NA,Brain,9.681,GPL9250,H3K9me3,hm,14982356,32229749,33,0.465,0.86,0.135,0.371,5785,109,52,0.009657594381036,0.0247585601404741,0.321861281826163,0.643722563652327
4023,Mus musculus,GSM611267,GSE24850,NA,NA,Brain,9.681,GPL9250,H3K9me3,hm,15740707,32121016,33,0.49,0.86,0.115,0.363,5037,118,51,0.0101235067827495,0.0259161773638388,0.298845920226767,0.665114395626645
4087,Mus musculus,GSM307621,GSE12241,Embryonic Stem Cell,V6.5,Embryo,19.276,GPL9185,H3K9me3,hm,799615,7142754,16,0.112,0.989,0.048,0.613,75,27,8,0,0.0185185185185185,0.296296296296296,0.685185185185185
4088,Mus musculus,GSM307616,GSE12241,Neural Progenitor Cell,NA,Embryo,19.276,GPL9185,H3K9me3,hm,3106158,15767079,21,0.197,0.981,0.047,0.602,118,48,19,0,0.0240963855421687,0.313253012048193,0.662650602409639
4089,Mus musculus,GSM307611,GSE12241,Fibroblast,NA,Embryo,19.276,GPL9185,H3K9me3,hm,3087131,23503405,4,0.131,0.94,0.066,0.554,157,71,24,0.00813008130081301,0.024390243902439,0.357723577235772,0.609756097560976
4090,Mus musculus,GSM307607,GSE12241,Embryonic Stem Cell,NA,Embryo,19.276,GPL9185,H3K9me3,hm,4294330,17301504,21,0.248,0.971,0.056,0.51,208,71,35,0.0184049079754601,0.0245398773006135,0.276073619631902,0.680981595092024
4721,Mus musculus,GSM440257,GSE17642,Embryonic Stem Cell,E14,Embryo,12.444,GPL9185,H3K9me3,hm,13855524,26942744,29,0.514,0.99,0.155,0.424,30295,217,39,0.0133483488456825,0.0265973303302309,0.256202179457454,0.703852141366632
4722,Mus musculus,GSM440258,GSE17642,Embryonic Stem Cell,E14,Embryo,12.444,GPL9185,H3K9me3,hm,11210716,21865710,29,0.513,0.987,0.096,0.306,1585,109,39,0.0120240480961924,0.0313961255845023,0.219104876419506,0.7374749498998
5747,Mus musculus,GSM531813,GSE21271,Fibroblast,NA,Embryo,NA,NA,H3K9me3,hm,9951304,13632454,31,0.73,0.992,0.014,0.78,618,61,21,0.0830449826989619,0.26643598615917,0.282006920415225,0.368512110726644
5750,Mus musculus,GSM531816,GSE21271,Fibroblast,NA,Embryo,NA,GPL9052,H3K9me3,hm,8893278,14731555,32,0.604,0.991,0.012,0.828,1836,56,23,0.137548530227399,0.242928452579035,0.364947310038824,0.254575707154742
5766,Mus musculus,GSM569077,GSE23078,Fibroblast,NA,NA,NA,GPL9185,H3K9me3,hm,2620188,3917891,40,0.669,0.919,0.016,0.844,122,34,9,0.0363636363636364,0.190909090909091,0.218181818181818,0.554545454545455
8883,Mus musculus,GSM881363,GSE36114,Embryonic Stem Cell,E14,Embryo,32.403,GPL9250,H3K9me3,hm,13843861,24760022,36,0.559,0.991,0.175,0.47,557,200,77,0.0126582278481013,0.0337552742616034,0.253164556962025,0.70042194092827
9087,Mus musculus,GSM850404,GSE23943,Embryonic Stem Cell,TNGA,Embryo,32.403,GPL11002,H3K9me3,hm,513887,1050061,38,0.489,0.989,0.096,0.719,32,15,8,0.0434782608695652,0,0.217391304347826,0.739130434782609
9088,Mus musculus,GSM850405,GSE23943,Embryonic Stem Cell,TNGA,Embryo,32.403,GPL11002,H3K9me3,hm,17866076,35346843,39,0.505,0.98,0.112,0.548,578,221,52,0.0160550458715596,0.0389908256880734,0.288990825688073,0.655963302752294
9089,Mus musculus,GSM850406,GSE23943,Embryonic Stem Cell,E14,Embryo,32.403,GPL11002,H3K9me3,hm,475551,973264,37,0.489,0.991,0.089,0.808,26,14,8,0,0,0.19047619047619,0.80952380952381
9090,Mus musculus,GSM850407,GSE23943,Embryonic Stem Cell,E14,Embryo,32.403,GPL11002,H3K9me3,hm,17867051,34673004,39,0.515,0.985,0.12,0.46,12086,99,44,0.0163292510205782,0.0154128134633008,0.232525202032825,0.735732733483296
9152,Mus musculus,GSM801503,GSE32377,Dendritic Cell,NA,NA,14.178,GPL11002,H3K9me3,hm,197103,21757952,39,0.009,0.972,0.114,0.279,111,49,8,0,0.00970873786407767,0.203883495145631,0.786407766990291
9153,Mus musculus,GSM801504,GSE32377,Dendritic Cell,NA,NA,14.178,GPL11002,H3K9me3,hm,344864,38874195,39,0.009,0.969,0.095,0.239,155,75,9,0,0.00704225352112676,0.232394366197183,0.76056338028169
9154,Mus musculus,GSM801505,GSE32377,Preadipocyte,3T3-L1,Adipose,14.178,GPL11002,H3K9me3,hm,258986,29812882,39,0.009,0.972,0.058,0.146,157,76,2,0,0.00657894736842105,0.223684210526316,0.769736842105263
9155,Mus musculus,GSM801506,GSE32377,Preadipocyte,3T3-L1,Adipose,14.178,GPL11002,H3K9me3,hm,162665,17039360,39,0.01,0.98,0.05,0.147,116,47,3,0,0.00900900900900901,0.198198198198198,0.792792792792793
9302,Mus musculus,GSM902932,GSE36850,B Lymphocyte,NA,Spleen,9.898,GPL9052,H3K9me3,hm,38584977,53189737,39,0.725,0.701,0.029,0.559,186,38,17,0.00671140939597315,0.0402684563758389,0.261744966442953,0.691275167785235
9303,Mus musculus,GSM902933,GSE36850,B Lymphocyte,NA,Spleen,9.898,GPL9052,H3K9me3,hm,19310441,26254985,39,0.735,0.654,0.03,0.467,276,29,14,0.012396694214876,0.0454545454545455,0.318181818181818,0.62396694214876
33563,Mus musculus,GSM889402,GSE36348,Leukemia Stem Cell,NA,NA,26.566,NA,H3K9me3,hm,738123,4718592,9,0.156,0.822,0.201,0.667,45,24,14,0,0,0.266666666666667,0.733333333333333
33681,Mus musculus,GSM984798,GSE40086,Embryonic Fibroblast,NA,Embryo,12.712,NA,H3K9me3,hm,58050362,78766272,39,0.737,0.882,0.088,0.993,16717,5333,812,0.136177884615385,0.261959134615385,0.422355769230769,0.179507211538462
33683,Mus musculus,GSM984795,GSE40086,Embryonic Fibroblast,NA,Embryo,12.712,NA,H3K9me3,hm,56310380,80044580,39,0.703,0.787,0.044,0.45,13246,129,63,0.0286343612334802,0.0736746164362753,0.322877107701656,0.574813914628589
33686,Mus musculus,GSM984794,GSE40086,Embryonic Fibroblast,NA,Embryo,12.712,NA,H3K9me3,hm,26144396,37213927,39,0.703,0.901,0.034,0.465,895,90,65,0.0427046263345196,0.0913404507710558,0.365361803084223,0.500593119810202
33694,Mus musculus,GSM1005505,GSE40896,Embryonic Stem Cell,NA,Embryo,12.712,NA,H3K9me3,hm,3303843,4464525,39,0.74,0.815,0.026,0.8,50,21,14,0,0,0.25,0.75
34101,Mus musculus,GSM1124789,GSE46134,Embryonic Stem Cell,NA,Embryo,8.694,NA,H3K9me3,hm,38154202,78357999,30,0.487,0.996,0.048,0.41,4527,249,120,0.0260948491036987,0.0953029271613342,0.294985250737463,0.583616972997504
34107,Mus musculus,GSM1124791,GSE46134,Embryonic Stem Cell,NA,Embryo,8.694,NA,H3K9me3,hm,28680514,45217234,32,0.634,0.973,0.059,0.387,794,153,79,0.0187861271676301,0.0491329479768786,0.280346820809249,0.651734104046243
34111,Mus musculus,GSM1124790,GSE46134,Embryonic Stem Cell,NA,Embryo,8.694,NA,H3K9me3,hm,9682230,12483278,38,0.776,0.955,0.056,0.652,164,100,62,0.0138888888888889,0.0555555555555556,0.277777777777778,0.652777777777778
34593,Mus musculus,GSM1087075,GSE44571,NA,NA,Liver,NA,NA,H3K9me3,hm,6760029,12091621,36,0.559,0.981,0.087,0.54,248,53,24,0.0100502512562814,0.0703517587939698,0.271356783919598,0.648241206030151
34606,Mus musculus,GSM1087076,GSE44571,NA,NA,Liver,NA,NA,H3K9me3,hm,3815413,7195641,38,0.53,0.955,0.094,0.297,1143,49,17,0.0154125113327289,0.0462375339981868,0.266545784224841,0.671804170444243
34616,Mus musculus,GSM1087077,GSE44571,NA,NA,Liver,NA,NA,H3K9me3,hm,9174122,13306841,36,0.689,0.984,0.016,0.275,4106,61,22,0.0113105483157118,0.0501598229653307,0.216129825424146,0.722399803294812
34619,Mus musculus,GSM1087078,GSE44571,NA,NA,Liver,NA,NA,H3K9me3,hm,4264298,7860660,38,0.542,0.96,0.061,0.65,100,37,17,0.0147058823529412,0.0441176470588235,0.279411764705882,0.661764705882353
34923,Mus musculus,GSM945745,GSE38579,Pro-T Lymphocyte,NA,NA,5.712,NA,H3K9me3,hm,14863925,20847501,39,0.713,0.473,0.03,0.502,215,25,12,0.0106382978723404,0.0212765957446809,0.308510638297872,0.659574468085106
34928,Mus musculus,GSM945744,GSE38579,Pro-T Lymphocyte,NA,NA,5.712,NA,H3K9me3,hm,35663704,49545857,39,0.72,0.788,0.032,0.589,190,60,21,0.00709219858156028,0.0567375886524823,0.24113475177305,0.695035460992908
35592,Mus musculus,GSM1017633,GSE41457,Preadipocyte,3T3-L1,Adipose,9.205,NA,H3K9me3,hm,56860398,75734846,36,0.751,0.997,0.026,0.539,812,216,96,0.0481751824817518,0.0335766423357664,0.271532846715328,0.646715328467153
35698,Mus musculus,GSM1035383,GSE42207,Trophoblast Stem Cell,TSC,Embryo,35.532,NA,H3K9me3,hm,2321355,4034883,37,0.575,0.868,0.033,0.429,140,19,10,0.0373831775700935,0.0186915887850467,0.242990654205607,0.700934579439252
36091,Mus musculus,GSM889398,GSE36348,Leukemia Stem Cell,NA,NA,26.566,NA,H3K9me3,hm,1841237,11079254,9,0.166,0.761,0.167,0.69,58,29,17,0,0,0.3,0.7
41237,Mus musculus,GSM1050364,GSE42811,NA,NA,Nucleus Accumben,NA,NA,H3K9me3,hm,14058567,31960472,33,0.44,0.847,0.101,0.373,3250,141,50,0.0145661811272958,0.0335655478150728,0.319822672577581,0.632045598480051
41329,Mus musculus,GSM1059009,GSE43231,Embryonic Stem Cell,NA,Embryo,14.178,NA,H3K9me3,hm,15484149,30194882,38,0.513,0.591,0.07,0.66,338,64,23,0.0206896551724138,0.0689655172413793,0.310344827586207,0.6
41341,Mus musculus,GSM1059021,GSE43231,Embryonic Stem Cell,NA,Embryo,14.178,NA,H3K9me3,hm,11875465,21674090,38,0.548,0.513,0.085,0.682,217,52,20,0.0229885057471264,0.0402298850574713,0.258620689655172,0.67816091954023
41350,Mus musculus,GSM1059030,GSE43231,Embryonic Stem Cell,NA,Embryo,14.178,NA,H3K9me3,hm,21416018,42619217,38,0.502,0.847,0.103,0.646,483,234,77,0.0242587601078167,0.0592991913746631,0.261455525606469,0.654986522911051
43695,Mus musculus,GSM1303762,GSE53939,Embryonic Fibroblast,NA,Embryo,5.527,NA,H3K9me3,hm,44289355,83297459,38,0.532,0.976,0.142,0.339,8117,466,164,0.0149619502128208,0.0272152715078034,0.309944537598349,0.647878240681027
