X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
56906,Mus musculus,GSM1833646,GSE59518,Embryonic Fibroblast,NA,NA,9.205,NA,H3K4me3,hm,24694432,29032949,39,0.851,0.995,0.103,0.986,22630,561,16,0.213855421686747,0.171731041814316,0.458008504606662,0.156405031892275
56907,Mus musculus,GSM1833647,GSE59518,Embryonic Fibroblast,NA,NA,9.205,NA,H3K4me3,hm,35517608,40342822,38,0.88,0.995,0.12,0.992,28537,261,14,0.21655201460059,0.128351818054191,0.445914642706725,0.209181524638495
56912,Mus musculus,GSM1833828,GSE71408,B Lymphocyte,NA,NA,9.681,NA,H3K4me3,hm,27923666,37748240,39,0.74,0.979,0.28,0.998,30361,5873,52,0.208974952085123,0.221135417355099,0.34422708347102,0.225662547088758
56916,Mus musculus,GSM1833832,GSE71408,B Lymphocyte,NA,NA,9.681,NA,H3K4me3,hm,25466298,35123571,39,0.725,0.979,0.2,0.997,26801,3833,28,0.242164388691256,0.232016476315297,0.341209511327467,0.18460962366598
57705,Mus musculus,GSM1384939,GSE64767,Multipotent Progenitor,NA,NA,8.026,NA,H3K4me3,hm,16420144,29704927,38,0.553,0.944,0.606,0.998,27378,8966,204,0.217978268027659,0.210990377931438,0.399114623349065,0.171916730691838
57706,Mus musculus,GSM1384940,GSE64767,Dendritic Cell,NA,NA,8.026,NA,H3K4me3,hm,14758762,32768000,35,0.45,0.969,0.415,0.995,27378,5554,31,0.237615787354007,0.149928605425988,0.455350931790722,0.157104675429283
57707,Mus musculus,GSM1384941,GSE64767,Dendritic Cell,NA,NA,8.026,NA,H3K4me3,hm,59223978,65011712,38,0.911,0.88,0.701,0.999,26318,9726,215,0.157163520097442,0.226514920828258,0.415537454323995,0.200784104750305
57708,Mus musculus,GSM1384942,GSE64767,Dendritic Cell,NA,NA,8.026,NA,H3K4me3,hm,30221267,33554432,38,0.901,0.125,0.361,0.99,14094,1889,3,0.185245668844078,0.299772791820506,0.432902584493042,0.0820789548423743
57719,Mus musculus,GSM1410331,GSE58408,Embryonic Stem Cell,NA,NA,NA,NA,H3K4me3,hm,34055734,46800216,39,0.728,0.644,0.147,0.987,22405,1562,12,0.180867232901207,0.304246759052302,0.375189986589182,0.139696021457309
57727,Mus musculus,GSM1410339,GSE58408,day 1 ESC differentiation (dR cells),NA,NA,NA,NA,H3K4me3,hm,33836231,43253760,39,0.782,0.667,0.196,0.992,26040,4629,19,0.179776145236355,0.318666102542405,0.339628447247971,0.161929304973268
57735,Mus musculus,GSM1410347,GSE58408,Epiblast-Like Cell,NA,NA,NA,NA,H3K4me3,hm,24953403,33030144,37,0.755,0.901,0.267,0.995,29862,4753,21,0.258732342381639,0.257524410294266,0.323558031070698,0.160185216253397
57743,Mus musculus,GSM1410355,GSE58408,Epiblast Stem Cell,NA,NA,NA,NA,H3K4me3,hm,20216303,38688769,38,0.523,0.911,0.173,0.996,23629,2529,15,0.283744803597183,0.244040044116399,0.3427929074404,0.129422244846017
57758,Mus musculus,GSM1410370,GSE58408,Embryonic Stem Cell,NA,NA,NA,NA,H3K4me3,hm,49682655,62606322,38,0.794,0.854,0.299,0.997,29517,9332,166,0.188454489920586,0.27920314939252,0.30866082943053,0.223681531256363
57764,Mus musculus,GSM1410376,GSE58408,Embryonic Stem Cell,NA,NA,NA,NA,H3K4me3,hm,29502982,36863627,38,0.8,0.875,0.257,0.996,27922,5534,30,0.211479820627803,0.248645739910314,0.341273542600897,0.198600896860987
57770,Mus musculus,GSM1410382,GSE58408,Embryonic Stem Cell,NA,NA,NA,NA,H3K4me3,hm,26446415,34078720,38,0.776,0.733,0.193,0.995,20623,6142,34,0.209066174327082,0.319842580895928,0.328053639102128,0.143037605674862
57776,Mus musculus,GSM1410388,GSE58408,Embryonic Stem Cell,NA,NA,NA,NA,H3K4me3,hm,34001541,43396085,38,0.784,0.726,0.308,0.997,24204,8753,226,0.190886138818757,0.278589462356691,0.351889408550971,0.178634990273581
57782,Mus musculus,GSM1410394,GSE58408,Epiblast-Like Cell,NA,NA,NA,NA,H3K4me3,hm,1054321,1310720,38,0.804,0.986,0.127,0.944,8062,153,5,0.128138205319413,0.317549092716878,0.487074322644792,0.0672383793189162
57788,Mus musculus,GSM1410400,GSE58408,Epiblast-Like Cell,NA,NA,NA,NA,H3K4me3,hm,44434043,55593977,38,0.799,0.955,0.31,0.996,33094,6115,35,0.221676817259037,0.251128685271036,0.310274823500894,0.216919673969033
57794,Mus musculus,GSM1410406,GSE58408,Epiblast-Like Cell,NA,NA,NA,NA,H3K4me3,hm,53005564,66474283,38,0.797,0.952,0.38,0.998,36680,8754,91,0.206609988791996,0.247478199065088,0.293403679505754,0.252508132637161
57800,Mus musculus,GSM1410412,GSE58408,Epiblast-Like Cell,NA,NA,NA,NA,H3K4me3,hm,41044972,51831505,37,0.792,0.943,0.354,0.997,35367,7190,59,0.212461377101227,0.255350511664824,0.295008078918275,0.237180032315673
57829,Mus musculus,GSM1483901,GSE60627,Embryonic Fibroblast,NA,Embryo,0,NA,H3K4me3,hm,16563485,22051403,39,0.751,0.994,0.042,0.862,1169,38,9,0.0871111111111111,0.0968888888888889,0.667555555555556,0.148444444444444
57833,Mus musculus,GSM1483905,GSE60627,Intermediate,NA,NA,0,NA,H3K4me3,hm,18261923,23585488,39,0.774,0.995,0.025,0.831,201,51,8,0.0118343195266272,0.100591715976331,0.319526627218935,0.568047337278107
57837,Mus musculus,GSM1483909,GSE60627,iPSC,NA,NA,0,NA,H3K4me3,hm,18102295,23947600,38,0.756,0.994,0.027,0.82,500,49,9,0.0652173913043478,0.121739130434783,0.432608695652174,0.380434782608696
57848,Mus musculus,GSM1498409,GSE61149,Double positive cells,NA,Thymus,NA,NA,H3K4me3,hm,7034833,9815326,30,0.717,0.977,0.167,0.994,19984,2798,11,0.266241590521137,0.247615222411889,0.367757807008736,0.118385380058239
57853,Mus musculus,GSM1498415,GSE61149,Double positive cells,NA,Thymus,NA,NA,H3K4me3,hm,6038320,8360562,30,0.722,0.939,0.119,0.986,16263,908,11,0.254779819908721,0.237449118046133,0.408474158134945,0.0992969039102011
57962,Mus musculus,GSM1555060,GSE63675,NA,NA,Hippocampus,NA,NA,H3K4me3,hm,8348038,9773225,38,0.854,0.969,0.332,0.997,25427,2846,10,0.189634122326809,0.230790437556615,0.386357370721909,0.193218069394667
57963,Mus musculus,GSM1555061,GSE63675,NA,NA,Hippocampus,NA,NA,H3K4me3,hm,7610520,8592658,38,0.886,0.976,0.454,0.998,25573,6259,15,0.177792568810931,0.256763634939901,0.366195528757684,0.199248267491484
57977,Mus musculus,GSM1570785,GSE62355,Spermatogonia,NA,Testis,12.444,NA,H3K4me3,hm,509631,1165479,37,0.437,0.967,0.449,0.655,84,30,9,0.0461538461538462,0.0153846153846154,0.430769230769231,0.507692307692308
57980,Mus musculus,GSM1570788,GSE62355,Spermatogonia,NA,Testis,12.444,NA,H3K4me3,hm,1052408,1946200,38,0.541,0.679,0.268,0.237,3730,84,10,0.0564712239935153,0.0183734125911916,0.45203998919211,0.473115374223183
58119,Mus musculus,GSM1619965,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,31906676,37293834,39,0.856,0.686,0.428,0.997,21384,6076,23,0.212034652306251,0.239569187543901,0.389229688597518,0.15916647155233
58120,Mus musculus,GSM1619966,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,30994626,36465306,39,0.85,0.716,0.419,0.998,21406,5838,32,0.202002713958168,0.248935473304946,0.38940620466988,0.159655608067007
58121,Mus musculus,GSM1619967,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,28862779,33644084,39,0.858,0.752,0.442,0.998,21718,5598,20,0.201964310416378,0.235071701941255,0.391847650666298,0.171116336976069
58122,Mus musculus,GSM1619968,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,46144968,55643934,39,0.829,0.934,0.414,0.998,25858,5193,26,0.183697211773374,0.214449141040059,0.375538061814092,0.226315585372475
58123,Mus musculus,GSM1619969,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,33976878,45593830,39,0.745,0.961,0.294,0.997,25161,4757,26,0.197845601436266,0.245322162377818,0.364412527428685,0.192419708757231
58124,Mus musculus,GSM1619970,GSE66339,Dendritic Cell,NA,Bone Marrow,26.008,NA,H3K4me3,hm,35468846,41960854,38,0.845,0.891,0.505,0.998,23539,8051,121,0.185642510431747,0.260069828834199,0.352933662607511,0.201353998126543
58150,Mus musculus,GSM1634800,GSE66955,BMDM,NA,Bone Marrow,14.178,NA,H3K4me3,hm,804836,1048576,39,0.768,0.99,0.267,0.977,10927,1451,5,0.15246472420744,0.306761957119296,0.480850284038849,0.0599230346344145
58151,Mus musculus,GSM1634801,GSE66955,BMDM,NA,Bone Marrow,14.178,NA,H3K4me3,hm,24268672,32665116,38,0.743,0.96,0.507,0.998,28435,10149,446,0.230877737419332,0.202630743731706,0.3817399583877,0.184751560461262
58166,Mus musculus,GSM1634816,GSE66955,BMDM,NA,Bone Marrow,14.178,NA,H3K4me3,hm,11102508,15204352,38,0.73,0.963,0.439,0.998,24995,10699,821,0.25115290532141,0.23555359505955,0.352608573605486,0.160684926013554
58167,Mus musculus,GSM1634817,GSE66955,BMDM,NA,Bone Marrow,14.178,NA,H3K4me3,hm,19955671,25765811,39,0.775,0.954,0.539,0.998,27305,11974,1092,0.230291903800257,0.226840462639985,0.348889296860657,0.1939783366991
58245,Mus musculus,GSM1648660,GSE67520,Embryonic Fibroblast,NA,NA,NA,NA,H3K4me3,hm,44003611,47126635,39,0.934,0.972,0.643,0.998,68548,9612,469,0.129844536895117,0.115334647106051,0.426144077074666,0.328676738924166
58246,Mus musculus,GSM1648661,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,49311767,52877922,39,0.933,0.971,0.644,0.999,60050,10556,519,0.144345014914429,0.131746904630972,0.399040143978403,0.324867936476195
58247,Mus musculus,GSM1648662,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,47504225,50657471,39,0.938,0.969,0.664,0.999,69297,11398,488,0.119888529513688,0.119238766316276,0.400499595702899,0.360373108467136
58248,Mus musculus,GSM1648663,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,55420100,59585860,39,0.93,0.968,0.684,0.999,74113,13120,543,0.111892833511134,0.117712989345469,0.404061955626376,0.366332221517022
58249,Mus musculus,GSM1648664,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,32282628,44598113,39,0.724,0.983,0.304,0.998,23526,7920,303,0.22488038277512,0.2857997265892,0.348684210526316,0.140635680109364
58250,Mus musculus,GSM1648665,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,48963793,59411518,39,0.824,0.977,0.388,0.998,29306,8619,312,0.21325065944983,0.257442362371964,0.338837312870405,0.1904696653078
58251,Mus musculus,GSM1648666,GSE67520,Intermediate,NA,NA,NA,NA,H3K4me3,hm,37183422,51349745,39,0.724,0.989,0.264,0.997,28323,7105,141,0.226392337708407,0.27868038311458,0.322525718339837,0.172401560837176
58252,Mus musculus,GSM1648667,GSE67520,reprogrammed dox-independent cell,NA,NA,NA,NA,H3K4me3,hm,42072584,53067242,39,0.793,0.988,0.265,0.998,30276,6835,63,0.213987266215678,0.263794933014989,0.330879426979706,0.191338373789627
58253,Mus musculus,GSM1648668,GSE67520,iPSC,NA,NA,NA,NA,H3K4me3,hm,19265764,23592960,39,0.817,0.987,0.362,0.997,36592,5764,44,0.195680144542692,0.229817405349175,0.31772016753812,0.256782282570013
58307,Mus musculus,GSM1671324,GSE68416,Fibroblast,NA,NA,NA,NA,H3K4me3,hm,11894208,28391486,37,0.419,0.621,0.113,0.972,8698,2373,135,0.298752310536044,0.449630314232902,0.150184842883549,0.101432532347505
58310,Mus musculus,GSM1671341,GSE68416,Fibroblast,NA,NA,NA,NA,H3K4me3,hm,14158450,28855392,37,0.491,0.702,0.161,0.99,12344,3858,212,0.292571800504434,0.422178830038239,0.164022455455211,0.121226914002115
58547,Mus musculus,GSM1816299,GSE60627,Embryonic Fibroblast,NA,Embryo,0,NA,H3K4me3,hm,17959883,24348992,39,0.738,0.995,0.039,0.834,441,48,10,0.0377833753148615,0.123425692695214,0.544080604534005,0.294710327455919
58550,Mus musculus,GSM1816302,GSE60627,Intermediate,NA,NA,0,NA,H3K4me3,hm,17062903,21979321,39,0.776,0.995,0.019,0.788,118,45,9,0,0.0645161290322581,0.247311827956989,0.688172043010753
58553,Mus musculus,GSM1816305,GSE60627,iPSC,NA,NA,0,NA,H3K4me3,hm,16933114,22079300,39,0.767,0.995,0.024,0.791,139,48,9,0.018018018018018,0.036036036036036,0.279279279279279,0.666666666666667
58623,Mus musculus,GSM1843355,GSE71698,B cell,NA,NA,NA,NA,H3K4me3,hm,41667351,44610588,38,0.934,0.924,0.823,1,29552,9345,297,0.133371726684508,0.196890138554829,0.414953081066432,0.254785053694231
58624,Mus musculus,GSM1843356,GSE71698,PB,NA,NA,NA,NA,H3K4me3,hm,36082823,39730395,38,0.908,0.95,0.779,1,30734,7982,204,0.133196521059318,0.187074497540637,0.426984592331998,0.252744389068048
58850,Mus musculus,GSM1872304,GSE61149,Thymocyte,NA,Thymus,NA,NA,H3K4me3,hm,6234716,8388608,38,0.743,0,0.212,0.991,23866,2312,12,0.244939101217976,0.221713565728685,0.404745905081898,0.128601427971441
58951,Mus musculus,GSM1893611,GSE73434,Embryonic Stem Cell,ESC,NA,NA,NA,H3K4me3,hm,36697811,42303769,38,0.867,0.97,0.617,0.999,49923,13669,608,0.147500200625953,0.215432148302704,0.332597704839098,0.304469946232245
58957,Mus musculus,GSM1893617,GSE73434,Fibroblast,10T1/2,Embryo,NA,NA,H3K4me3,hm,18183952,20073218,39,0.906,0.907,0.675,0.999,22804,9764,638,0.246442375263528,0.238273014757554,0.380270555165144,0.135014054813774
58963,Mus musculus,GSM1893623,GSE73434,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,4848330,5464172,25,0.887,0.735,0.803,0.997,22086,7454,113,0.301581547106539,0.181356777087959,0.41056781619613,0.106493859609371
58973,Mus musculus,GSM1893633,GSE73434,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,5394608,6020336,25,0.896,0.744,0.81,0.996,25095,9365,261,0.303609172482552,0.161674975074776,0.414596211365902,0.12011964107677
58978,Mus musculus,GSM1893638,GSE73434,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,27218389,32505856,38,0.837,0.972,0.475,0.999,22370,7977,211,0.24597371136333,0.214032569198331,0.377686061639227,0.162307657799112
58981,Mus musculus,GSM1893641,GSE73434,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,27698795,33292288,38,0.832,0.97,0.43,0.999,21919,8322,275,0.246439203114266,0.224914128692466,0.372429585527822,0.156217082665445
59073,Mus musculus,GSM1908615,GSE74042,NA,P5424,NA,8.026,NA,H3K4me3,hm,101445150,113097542,37,0.897,0.547,0.604,0.998,28308,8293,194,0.128546162009197,0.109444640962151,0.464485320127343,0.297523876901309
59075,Mus musculus,GSM1908617,GSE74042,NA,P5424,NA,8.026,NA,H3K4me3,hm,80680240,87870544,37,0.918,0.346,0.585,0.999,24276,9665,340,0.163182848897135,0.150855493712637,0.434632034632035,0.251329622758194
59084,Mus musculus,GSM1915814,GSE74262,Dendritic Cell,NA,NA,NA,NA,H3K4me3,hm,21910333,24364949,37,0.899,0.963,0.593,0.999,32735,8132,241,0.238454951373173,0.1571655758762,0.41017799253777,0.194201480212857
59085,Mus musculus,GSM1915815,GSE74262,Dendritic Cell,NA,NA,NA,NA,H3K4me3,hm,20685206,22684718,37,0.912,0.969,0.565,0.998,37715,7483,173,0.225418646001964,0.139035588227489,0.42748334704493,0.208062418725618
59105,Mus musculus,GSM1915970,GSE74268,Embryonic Stem Cell,R1,Embryo,NA,NA,H3K4me3,hm,28887484,33516385,38,0.862,0.983,0.372,0.998,23295,8295,24,0.182515073212748,0.266494401378122,0.36520241171404,0.18578811369509
59106,Mus musculus,GSM1915971,GSE74268,NA,NA,Retina,NA,NA,H3K4me3,hm,24793504,27550801,38,0.9,0.949,0.673,0.999,22435,10536,102,0.14271684299808,0.287531806615776,0.349493326190795,0.220258024195348
59107,Mus musculus,GSM1915972,GSE74268,Embryonic Stem Cell,R1,Embryo,NA,NA,H3K4me3,hm,27769362,32446873,39,0.856,0.967,0.381,0.999,20228,8437,48,0.176461836036304,0.312304716560036,0.353419630015375,0.157813817388285
59108,Mus musculus,GSM1915973,GSE74268,NA,NA,Retina,NA,NA,H3K4me3,hm,31748200,35151232,38,0.903,0.968,0.587,0.999,22917,10282,268,0.14728139626438,0.309172827085429,0.352827960281702,0.190717816368488
59109,Mus musculus,GSM1915974,GSE74268,NA,NA,Retina,NA,NA,H3K4me3,hm,23064603,28977840,39,0.796,0.991,0.102,0.998,25082,11952,542,0.0954932618866717,0.0633822529691686,0.385092174191226,0.456032310952933
59110,Mus musculus,GSM1915975,GSE74268,NA,NA,Retina,NA,NA,H3K4me3,hm,34941177,39183015,38,0.892,0.981,0.568,0.999,22042,10316,320,0.153727132065168,0.320333120961136,0.349685992536634,0.176253754437062
59111,Mus musculus,GSM1915976,GSE74268,Embryonic Stem Cell,R1,Embryo,NA,NA,H3K4me3,hm,26885490,30029452,38,0.895,0.976,0.55,0.999,24664,8415,85,0.172391366204626,0.261371488963863,0.389821551969432,0.176415592862079
59112,Mus musculus,GSM1915977,GSE74268,NA,NA,Retina,NA,NA,H3K4me3,hm,22456477,26259245,39,0.855,0.984,0.338,0.998,19800,7222,30,0.17697725084866,0.307138876222324,0.365810406850079,0.150073466078938
59211,Mus musculus,GSM1939099,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,17338558,24903680,39,0.696,0.976,0.344,0.993,21556,5309,25,0.22594278283485,0.169515140256363,0.408415381757384,0.196126695151403
59212,Mus musculus,GSM1939100,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,18878988,26476544,39,0.713,0.974,0.349,0.996,17061,3853,20,0.203897171029464,0.199495245920883,0.385197793168212,0.211409789881441
59213,Mus musculus,GSM1939101,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,19646490,24379392,38,0.806,0.607,0.262,0.996,14452,3966,13,0.219304323725055,0.271133592017738,0.383661308203991,0.125900776053215
59214,Mus musculus,GSM1939102,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,23677317,27787264,38,0.852,0.87,0.392,0.998,20099,8197,110,0.192790280820554,0.274048994224258,0.354162517426807,0.178998207528381
59215,Mus musculus,GSM1939103,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K4me3,hm,23882202,38689836,39,0.617,0.982,0.322,0.995,28970,6010,28,0.215773705845468,0.179230822824497,0.397129519960984,0.207865951369052
59216,Mus musculus,GSM1939104,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K4me3,hm,25684168,38335174,39,0.67,0.974,0.369,0.997,29103,7777,36,0.210929113135021,0.200644111230391,0.380925996467777,0.207500779166811
59217,Mus musculus,GSM1939105,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K4me3,hm,22152713,37933697,39,0.584,0.987,0.274,0.996,24627,3866,34,0.238402746556586,0.229247557935178,0.393141782809499,0.139207912698737
59218,Mus musculus,GSM1939106,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K4me3,hm,27211036,40508774,39,0.672,0.973,0.276,0.997,27169,7490,38,0.244015244015244,0.21992821992822,0.384097384097384,0.151959151959152
59219,Mus musculus,GSM1939107,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,21524061,36647314,39,0.587,0.987,0.273,0.99,26002,3489,31,0.23523476911137,0.185409390764455,0.413426464881645,0.16592937524253
59220,Mus musculus,GSM1939108,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,31137042,50982189,39,0.611,0.987,0.305,0.996,27490,4562,32,0.202573529411765,0.207169117647059,0.378639705882353,0.211617647058824
59221,Mus musculus,GSM1939109,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,15119566,22398703,39,0.675,0.98,0.23,0.995,20432,4171,27,0.233972468043264,0.274680432645034,0.36243854473943,0.128908554572271
59222,Mus musculus,GSM1939110,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,26596810,34006650,38,0.782,0.926,0.27,0.998,21228,6802,32,0.205550040183426,0.280243937030209,0.362643596652957,0.151562426133409
59223,Mus musculus,GSM1939111,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,25703989,39363440,39,0.653,0.976,0.353,0.996,28874,7420,39,0.2168826179583,0.189082527153983,0.388223378619076,0.205811476268641
59224,Mus musculus,GSM1939112,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,9484896,14886797,39,0.637,0.965,0.32,0.992,23878,5895,28,0.232747012287494,0.208466588116479,0.424086854064972,0.134699545531055
59225,Mus musculus,GSM1939113,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,24269647,29935126,38,0.811,0.86,0.342,0.998,21721,7790,34,0.202853053875629,0.27367157564286,0.365033931951433,0.158441438530077
59226,Mus musculus,GSM1939114,GSE74971,Neuron,NA,NA,15.531,NA,H3K4me3,hm,27142706,33957368,38,0.799,0.88,0.284,0.997,21864,7701,38,0.213856389080064,0.272998394127093,0.366597843542097,0.146547373250746
59330,Mus musculus,GSM1954949,GSE75426,Embryonic Stem Cell,ESC,embryonic stem cell,NA,NA,H3K4me3,hm,5652622,16786723,34,0.337,0.977,0.24,0.983,27364,1667,27,0.189434404038926,0.239591717275188,0.381576059120509,0.189397819565376
59331,Mus musculus,GSM1954950,GSE75426,Embryonic Stem Cell,ESC,embryonic stem cell,NA,NA,H3K4me3,hm,14196769,34624253,35,0.41,0.981,0.315,0.987,41106,4225,44,0.173645110218,0.202533187187919,0.356132018024601,0.26768968456948
59332,Mus musculus,GSM1954951,GSE75426,NA,TKO,Blood,NA,NA,H3K4me3,hm,6107671,20223225,35,0.302,0.978,0.196,0.975,27401,666,25,0.190829375228352,0.213299232736573,0.409535988308367,0.186335403726708
59333,Mus musculus,GSM1954952,GSE75426,NA,TKO,Blood,NA,NA,H3K4me3,hm,238920,786432,35,0.304,0.996,0.016,0.647,17,11,2,0,0,0.133333333333333,0.866666666666667
59399,Mus musculus,GSM1971048,GSE75966,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,2036765,2062206,39,0.988,1,0.108,0.953,10297,185,0,0.195005829770696,0.17586474931986,0.573649436455499,0.0554799844539448
59400,Mus musculus,GSM1971049,GSE75966,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,6099969,6148752,39,0.992,1,0.148,0.712,44143,1446,4,0.105704507853047,0.0620311402216531,0.48022573261111,0.35203861931419
59401,Mus musculus,GSM1971050,GSE75966,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,22169268,22309019,38,0.994,1,0.146,0.99,21719,943,2,0.281907045370712,0.0946606418295832,0.508991147178163,0.114441165621542
59402,Mus musculus,GSM1971051,GSE75966,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,3649541,3793363,37,0.962,1,0.223,0.986,16187,899,1,0.252023978740498,0.149928928990792,0.517582349669365,0.0804647425993449
59403,Mus musculus,GSM1971052,GSE75966,Preadipocyte,3T3-L1,Adipose,NA,NA,H3K4me3,hm,3155722,3194691,39,0.988,1,0.174,0.978,15588,517,1,0.23685393258427,0.139197431781701,0.551011235955056,0.0729373996789727
501,Mus musculus,GSM746553,GSE30142,Erythroid Cell,G1E,Blood,13.608,GPL9250,DNase,ca,191450,44146483,33,0.004,0.955,0.002,0.909,22,5,0,0.0952380952380952,0.19047619047619,0.380952380952381,0.333333333333333
517,Mus musculus,GSM746567,GSE30142,Erythroid Cell,G1E-ER4,Blood,13.608,GPL9250,DNase,ca,304143,41451651,29,0.007,0.804,0.024,0.963,405,53,2,0.462871287128713,0.138613861386139,0.193069306930693,0.205445544554455
5024,Mus musculus,GSM652857,GSE26550,Macrophage,NA,Bone Marrow,9.898,GPL9185,DNase,ca,6318089,7509103,31,0.841,0.988,0.129,0.994,17265,5646,197,0.397467177878471,0.15934704310445,0.235099337748344,0.208086441268735
5025,Mus musculus,GSM652858,GSE26550,B Lymphocyte,NA,Blood,9.898,GPL9185,DNase,ca,4925547,6664455,28,0.739,0.974,0.316,0.997,23329,9251,1198,0.313673267752051,0.164654839125392,0.294385497658834,0.227286395463723
5033,Mus musculus,GSM686964,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,13109230,18000092,38,0.728,0.989,0.049,0.985,9080,2043,26,0.453311074012243,0.0732331663884252,0.196661101836394,0.276794657762938
5034,Mus musculus,GSM686965,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,14699108,18898161,37,0.778,0.991,0.032,0.984,7452,1001,17,0.286411055412546,0.0451158379623357,0.274353068689879,0.394120037935239
5035,Mus musculus,GSM686966,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,13763344,17863629,37,0.77,0.954,0.164,0.995,34492,11545,467,0.220577974183045,0.0506454238864984,0.328032329340621,0.400744272589836
5036,Mus musculus,GSM686967,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,15870236,19006333,30,0.835,0.97,0.221,0.998,50118,19294,2232,0.177495752972919,0.0464874587788548,0.345678025382232,0.430338762865994
5037,Mus musculus,GSM686968,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,14023552,17419785,37,0.805,0.962,0.108,0.994,22332,5459,76,0.274810189136978,0.0489689563771957,0.311155038411429,0.365065816074397
5038,Mus musculus,GSM686969,GSE27826,Preadipocyte,3T3-L1,Adipose,9.205,GPL9185,DNase,ca,15178372,18890442,31,0.803,0.985,0.067,0.994,17877,5804,214,0.364643057897695,0.0794828555368184,0.249409780775717,0.30646430578977
5132,Mus musculus,GSM542592,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,12693510,15902359,24,0.798,0.98,0.186,0.998,37450,10658,186,0.225463978178317,0.0821254746750816,0.353612879071509,0.338797668075092
5133,Mus musculus,GSM542593,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,8617040,10343616,31,0.833,0.963,0.284,0.997,37678,11687,615,0.220624584717608,0.0883189368770764,0.358352159468439,0.332704318936877
5134,Mus musculus,GSM542594,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,12687131,15654518,24,0.81,0.975,0.233,0.998,40322,13431,546,0.217478766204738,0.0797943674564148,0.367431579993046,0.3352952863458
5135,Mus musculus,GSM542595,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,13603752,16618999,31,0.819,0.962,0.315,0.999,44743,15466,1035,0.202632226872888,0.0836895941983571,0.370682901716767,0.342995277211988
5137,Mus musculus,GSM542596,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,2160269,2609888,30,0.828,0.981,0.103,0.993,10107,2027,22,0.392913854704248,0.0998412068281064,0.243946010321556,0.26329892814609
